station_id,longitude (degrees east),latitude (degrees north),date_time,depth (meters),sea_water.pressure (dbar),wind.from_direction (deg),wave.height (m),sea_water.salinity (psu),wave.from_direction.wrt_dominant_wave_period (deg),wind.speed.standard_deviation (m/s),wind.from_direction.standard_deviation (deg),frequency.measurement.oxygen.sensor (Hz),oxygen.fractional_saturation.in_sea_water (%),air.temperature (degC),wave.from_direction.mean (deg),dominant.wave.period (s),wave.period.mean (s),temperature.dew_point (degC),visibility.in_air (nmi),height.water_surface.above_reference_datum (m),sea_water.electrical_conductivity (uS/m),wind.speed (m/s),time.wrt_wind_speed.maximum (seconds since 1970-01-01 00:00:00),wind.from_direction.wrt_wind_speed.maximum (deg),wind.speed.maximum (m/s),sea_water.pressure.expressed_as.height (m),sea_water.current.speed (m/s),sea_water.current.to_direction (deg),air.pressure (hPa),mole.concentration_of.dissolved_molecular.oxygen.in_sea_water (umol/kg),existence.reporting_mode.wrt_platform (-),carbon_dioxide.fugacity.in_sea_water (uatm),volume_beam_attenuation_coefficient.radiative_flux.in_sea_water (1/m),emissivity_ratio_of_425nm_peak_to_685nm_peak (-),sea_water.sigma_theta (kg/m**3),sea_surface.temperature (degC),sea_water.temperature (degC),air.pressure.at_sensor_altitude (hPa),sea_water.current.speed.u (m/s),sea_water.current.speed.v (m/s),air.pressure.at_sea_level (hPa),height.water_surface.above_reference_datum.due_to_tides (m),mass.concentration_of.chlorophyll.in_sea_water (mg/m**3),mole.concentration_of.dissolved_molecular.oxygen.per_unit_mass.in_sea_water (umol/kg),wind.from_direction.mean (deg),water.volume.transport.from_rivers.into_sea_water (m**3/s)
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-130,,,,,,,,,,,,,,,,,,,,,,,0.538728,55.1299606782,,,,,,,,,,,0.442,0.308,,,,,,
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-120,,,,,,,,,,,,,,,,,,,,,,,0.557779,55.7401253824,,,,,,,,,,,0.461,0.314,,,,,,
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-110,,,,,,,,,,,,,,,,,,,,,,,0.56938,58.7946372057,,,,,,,,,,,0.487,0.295,,,,,,
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-100,,,,,,,,,,,,,,,,,,,,,,,0.578253,63.1690728408,,,,,,,,,,,0.516,0.261,,,,,,
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-90,,,,,,,,,,,,,,,,,,,,,,,0.59077,67.2980724582,,,,,,,,,,,0.545,0.228,,,,,,
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-80,,,,,,,,,,,,,,,,,,,,,,,0.606546,72.0430048746,,,,,,,,,,,0.577,0.187,,,,,,
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-70,,,,,,,,,,,,,,,,,,,,,,,0.632627,74.9752392362,,,,,,,,,,,0.611,0.164,,,,,,
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-60,,,,,,,,,,,,,,,,,,,,,,,0.636171,75.8982231893,,,,,,,,,,,0.617,0.155,,,,,,
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.652247,76.7946923481,,,,,,,,,,,0.635,0.149,,,,,,
3509743,-55.0091,-64.9623,2001-09-08T20:59:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.687354,75.6807158152,,,,,,,,,,,0.666,0.17,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-180,,,,,,,,,,,,,,,,,,,,,,,0.676189,75.9637588544,,,,,,,,,,,0.656,0.164,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-170,,,,,,,,,,,,,,,,,,,,,,,0.689812,76.5882635408,,,,,,,,,,,0.671,0.16,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-160,,,,,,,,,,,,,,,,,,,,,,,0.706072,76.652610753,,,,,,,,,,,0.687,0.163,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-150,,,,,,,,,,,,,,,,,,,,,,,0.713179,77.0354906673,,,,,,,,,,,0.695,0.16,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-140,,,,,,,,,,,,,,,,,,,,,,,0.731708,77.3692751818,,,,,,,,,,,0.714,0.16,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-130,,,,,,,,,,,,,,,,,,,,,,,0.749611,77.2058970569,,,,,,,,,,,0.731,0.166,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-120,,,,,,,,,,,,,,,,,,,,,,,0.759276,77.0619439899,,,,,,,,,,,0.74,0.17,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-110,,,,,,,,,,,,,,,,,,,,,,,0.774497,78.153251125,,,,,,,,,,,0.758,0.159,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-100,,,,,,,,,,,,,,,,,,,,,,,0.792729,78.2081248647,,,,,,,,,,,0.776,0.162,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-90,,,,,,,,,,,,,,,,,,,,,,,0.805645,78.6900698428,,,,,,,,,,,0.79,0.158,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-80,,,,,,,,,,,,,,,,,,,,,,,0.82359,79.5769289254,,,,,,,,,,,0.81,0.149,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-70,,,,,,,,,,,,,,,,,,,,,,,0.83139,80.0958183966,,,,,,,,,,,0.819,0.143,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-60,,,,,,,,,,,,,,,,,,,,,,,0.842777,81.2641768957,,,,,,,,,,,0.833,0.128,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.854468,81.9267940376,,,,,,,,,,,0.846,0.12,,,,,,
3509743,-55.1964,-64.9647,2001-09-08T22:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.86861,81.9258719621,,,,,,,,,,,0.86,0.122,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-180,,,,,,,,,,,,,,,,,,,,,,,1.15707,68.2905399257,,,,,,,,,,,1.075,0.428,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-170,,,,,,,,,,,,,,,,,,,,,,,1.16284,68.5096797151,,,,,,,,,,,1.082,0.426,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-160,,,,,,,,,,,,,,,,,,,,,,,1.16673,68.4265699732,,,,,,,,,,,1.085,0.429,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-150,,,,,,,,,,,,,,,,,,,,,,,1.16821,68.2441287903,,,,,,,,,,,1.085,0.433,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-140,,,,,,,,,,,,,,,,,,,,,,,1.16896,68.4170350292,,,,,,,,,,,1.087,0.43,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-130,,,,,,,,,,,,,,,,,,,,,,,1.17471,68.3706785353,,,,,,,,,,,1.092,0.433,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-120,,,,,,,,,,,,,,,,,,,,,,,1.17044,68.2349558463,,,,,,,,,,,1.087,0.434,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-110,,,,,,,,,,,,,,,,,,,,,,,1.17343,67.8721771787,,,,,,,,,,,1.087,0.442,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-100,,,,,,,,,,,,,,,,,,,,,,,1.17491,67.9540848072,,,,,,,,,,,1.089,0.441,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-90,,,,,,,,,,,,,,,,,,,,,,,1.17638,68.2980804546,,,,,,,,,,,1.093,0.435,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-80,,,,,,,,,,,,,,,,,,,,,,,1.1814,68.3426815899,,,,,,,,,,,1.098,0.436,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-70,,,,,,,,,,,,,,,,,,,,,,,1.17961,68.829974606,,,,,,,,,,,1.1,0.426,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-60,,,,,,,,,,,,,,,,,,,,,,,1.186,69.1046984748,,,,,,,,,,,1.108,0.423,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,1.18774,69.2915109788,,,,,,,,,,,1.111,0.42,,,,,,
3509743,-55.3672,-64.9666,2001-09-08T23:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,1.18855,69.4608791796,,,,,,,,,,,1.113,0.417,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-180,,,,,,,,,,,,,,,,,,,,,,,0.607698,50.8100982546,,,,,,,,,,,0.471,0.384,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-170,,,,,,,,,,,,,,,,,,,,,,,0.606923,50.7504467975,,,,,,,,,,,0.47,0.384,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-160,,,,,,,,,,,,,,,,,,,,,,,0.606783,50.6175825427,,,,,,,,,,,0.469,0.385,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-150,,,,,,,,,,,,,,,,,,,,,,,0.60925,50.9289469613,,,,,,,,,,,0.473,0.384,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-140,,,,,,,,,,,,,,,,,,,,,,,0.614323,50.3496683725,,,,,,,,,,,0.473,0.392,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-130,,,,,,,,,,,,,,,,,,,,,,,0.616242,50.1349067344,,,,,,,,,,,0.473,0.395,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-120,,,,,,,,,,,,,,,,,,,,,,,0.618169,49.9214803983,,,,,,,,,,,0.473,0.398,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-110,,,,,,,,,,,,,,,,,,,,,,,0.618049,49.7908598606,,,,,,,,,,,0.472,0.399,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-100,,,,,,,,,,,,,,,,,,,,,,,0.610551,49.3172750341,,,,,,,,,,,0.463,0.398,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-90,,,,,,,,,,,,,,,,,,,,,,,0.606132,49.9523699288,,,,,,,,,,,0.464,0.39,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-80,,,,,,,,,,,,,,,,,,,,,,,0.603831,50.5103041765,,,,,,,,,,,0.466,0.384,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-70,,,,,,,,,,,,,,,,,,,,,,,0.606267,51.4287494689,,,,,,,,,,,0.474,0.378,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-60,,,,,,,,,,,,,,,,,,,,,,,0.602519,51.2659348345,,,,,,,,,,,0.47,0.377,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.607673,51.4138186754,,,,,,,,,,,0.475,0.379,,,,,,
3509743,-55.526,-64.9701,2001-09-09T00:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.61769,50.8476506347,,,,,,,,,,,0.479,0.39,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-180,,,,,,,,,,,,,,,,,,,,,,,0.302866,56.3099339139,,,,,,,,,,,0.252,0.168,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-170,,,,,,,,,,,,,,,,,,,,,,,0.30148,56.3626424838,,,,,,,,,,,0.251,0.167,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-160,,,,,,,,,,,,,,,,,,,,,,,0.30398,55.9962745518,,,,,,,,,,,0.252,0.17,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-150,,,,,,,,,,,,,,,,,,,,,,,0.296562,55.0238058781,,,,,,,,,,,0.243,0.17,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-140,,,,,,,,,,,,,,,,,,,,,,,0.297027,53.9017150805,,,,,,,,,,,0.24,0.175,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-130,,,,,,,,,,,,,,,,,,,,,,,0.3022,53.2059407853,,,,,,,,,,,0.242,0.181,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-120,,,,,,,,,,,,,,,,,,,,,,,0.299429,52.3264070805,,,,,,,,,,,0.237,0.183,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-110,,,,,,,,,,,,,,,,,,,,,,,0.303463,51.9594210164,,,,,,,,,,,0.239,0.187,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-100,,,,,,,,,,,,,,,,,,,,,,,0.306219,53.7662826746,,,,,,,,,,,0.247,0.181,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-90,,,,,,,,,,,,,,,,,,,,,,,0.302379,55.1011202044,,,,,,,,,,,0.248,0.173,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-80,,,,,,,,,,,,,,,,,,,,,,,0.309013,57.2870539464,,,,,,,,,,,0.26,0.167,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-70,,,,,,,,,,,,,,,,,,,,,,,0.312493,58.3444526073,,,,,,,,,,,0.266,0.164,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-60,,,,,,,,,,,,,,,,,,,,,,,0.318324,58.3571226082,,,,,,,,,,,0.271,0.167,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.328125,56.9395305064,,,,,,,,,,,0.275,0.179,,,,,,
3509743,-55.6892,-64.9705,2001-09-09T01:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.342603,55.103883016,,,,,,,,,,,0.281,0.196,,,,,,
3509743,-55.8573,-64.9725,2001-09-09T02:01:00Z,-180,,,,,,,,,,,,,,,,,,,,,,,0.288293,267.415488065,,,,,,,,,,,-0.288,-0.013,,,,,,
3509743,-55.8573,-64.9725,2001-09-09T02:01:00Z,-170,,,,,,,,,,,,,,,,,,,,,,,0.292139,268.234598501,,,,,,,,,,,-0.292,-0.009,,,,,,
3509743,-55.8573,-64.9725,2001-09-09T02:01:00Z,-160,,,,,,,,,,,,,,,,,,,,,,,0.297204,267.878902739,,,,,,,,,,,-0.297,-0.011,,,,,,
